CLONEID	ACC	LLID	PHASE	NAME	Annotation	Name_Annot
IMAGE:1600239	AA961752	51659	G1/S	LOC51659 HSPC037 protein Hs.108196		G1/S LOC51659 HSPC037 protein Hs.108196 AA961752 
IMAGE:773106	AA425475	51700	G2	LOC51700 cytochrome b5 reductase b5R.2 Hs.22142		G2 LOC51700 cytochrome b5 reductase b5R.2 Hs.22142 AA425475 
IMAGE:43461	H05934	54104	G1/S	LOC54104 hypothetical protein Hs.12871		G1/S LOC54104 hypothetical protein Hs.12871 H05934 
IMAGE:484933	AA037466		M/G1	LOC56996 **cation-chloride cotransporter-interacting protein Hs.119178		M/G1 LOC56996 **cation-chloride cotransporter-interacting protein Hs.119178 AA037466 
IMAGE:50302	H17272	57168	G2/M	LOC57168 similar to aspartate beta hydroxylase (ASPH) Hs.184390		G2/M LOC57168 similar to aspartate beta hydroxylase (ASPH) Hs.184390 H17272 
IMAGE:854843	AA630256	58486	S phase	LOC58486 transposon-derived Buster1 transposase-like protein Hs.25726		S phase LOC58486 transposon-derived Buster1 transposase-like protein Hs.25726 AA630256 
IMAGE:1461141	AA868020	58486	S phase	LOC58486 transposon-derived Buster1 transposase-like protein Hs.25726		S phase LOC58486 transposon-derived Buster1 transposase-like protein Hs.25726 AA868020 
IMAGE:488435	AA047443	4026	G2/M	LPP LIM domain-containing preferred translocation partner in lipoma Hs.180398		G2/M LPP LIM domain-containing preferred translocation partner in lipoma Hs.180398 AA047443 
IMAGE:111981	T91807		G1/S	LRRFIP1 **leucine rich repeat (in FLII) interacting protein 1 Hs.326159		G1/S LRRFIP1 **leucine rich repeat (in FLII) interacting protein 1 Hs.326159 T91807 
IMAGE:42831	R60197		G2	LTBP3 **latent transforming growth factor beta binding protein 3 Hs.289019		G2 LTBP3 **latent transforming growth factor beta binding protein 3 Hs.289019 R60197 
IMAGE:730633	AA411969		G1/S	LUC7A **cisplatin resistance-associated overexpressed protein Hs.3688		G1/S LUC7A **cisplatin resistance-associated overexpressed protein Hs.3688 AA411969 
IMAGE:366100	AA071473	4147	G2/M	MATN2 matrilin 2 Hs.19368		G2/M MATN2 matrilin 2 Hs.19368 AA071473 
IMAGE:855390	AA663995	4175	G1/S	"MCM6 minichromosome maintenance deficient (mis5, S. pombe) 6 Hs.155462"		"G1/S MCM6 minichromosome maintenance deficient (mis5, S. pombe) 6 Hs.155462 AA663995 "
IMAGE:1587847	AA976533	4175	G1/S	"MCM6 minichromosome maintenance deficient (mis5, S. pombe) 6 Hs.155462"		"G1/S MCM6 minichromosome maintenance deficient (mis5, S. pombe) 6 Hs.155462 AA976533 "
IMAGE:246659	N59689	4175	G1/S	"MCM6 minichromosome maintenance deficient (mis5, S. pombe) 6 Hs.155462"		"G1/S MCM6 minichromosome maintenance deficient (mis5, S. pombe) 6 Hs.155462 N59689 "
IMAGE:1858169	AI225067	60492	G2/M	MDS025 hypothetical protein MDS025 Hs.154938		G2/M MDS025 hypothetical protein MDS025 Hs.154938 AI225067 
IMAGE:251330	H97880	84313	G2	MGC10540 hypothetical protein MGC10540 Hs.108824		G2 MGC10540 hypothetical protein MGC10540 Hs.108824 H97880 
IMAGE:178255	H46748	84736	M/G1	MGC10850 hypothetical protein MGC10850 Hs.117715		M/G1 MGC10850 hypothetical protein MGC10850 Hs.117715 H46748 
IMAGE:625693	AA186460	84262	G2/M	MGC10911 hypothetical protein MGC10911 Hs.85573		G2/M MGC10911 hypothetical protein MGC10911 Hs.85573 AA186460 
IMAGE:842925	AA489297	84305	G2/M	MGC13064 hypothetical protein MGC13064 Hs.333524		G2/M MGC13064 hypothetical protein MGC13064 Hs.333524 AA489297 
IMAGE:292171	N79167	83695	G2	MGC13204 hypothetical protein MGC13204 Hs.157148		G2 MGC13204 hypothetical protein MGC13204 Hs.157148 N79167 
IMAGE:186982	H43437	84986	G2/M	MGC14258 hypothetical protein MGC14258 Hs.80305		G2/M MGC14258 hypothetical protein MGC14258 Hs.80305 H43437 
IMAGE:773373	AA427792	84986	G2	MGC14258 hypothetical protein MGC14258 Hs.80305		G2 MGC14258 hypothetical protein MGC14258 Hs.80305 AA427792 
IMAGE:121270	T96830	91433	G2	MGC14386 similar to cyclin-E binding protein 1 (H. sapiens) Hs.14870		G2 MGC14386 similar to cyclin-E binding protein 1 (H. sapiens) Hs.14870 T96830 
1292105	AA707598	84961	G1/S	MGC15482 hypothetical protein MGC15482 Hs.194498		G1/S MGC15482 hypothetical protein MGC15482 Hs.194498 AA707598 
IMAGE:1473682	AA916726	84330	G1/S	MGC15716 hypothetical protein MGC15716 Hs.332563		G1/S MGC15716 hypothetical protein MGC15716 Hs.332563 AA916726 
IMAGE:743588	AA609463	91673	M/G1	MGC19556 hypothetical protein MGC19556 Hs.334787		M/G1 MGC19556 hypothetical protein MGC19556 Hs.334787 AA609463 
IMAGE:843091	AA486011	93323	G2	MGC20533 similar to RIKEN cDNA 2410004L22 gene (M. musculus) Hs.69280		G2 MGC20533 similar to RIKEN cDNA 2410004L22 gene (M. musculus) Hs.69280 AA486011 
IMAGE:149809	H00625		M/G1	MGC2306 **hypothetical protein MGC2306 Hs.760		M/G1 MGC2306 **hypothetical protein MGC2306 Hs.760 H00625 
IMAGE:135688	R32406	84724	M/G1	MGC2306 hypothetical protein MGC2306 Hs.760		M/G1 MGC2306 hypothetical protein MGC2306 Hs.760 R32406 
IMAGE:743810	AA634371	83461	G2/M	MGC2577 hypothetical protein MGC2577 Hs.30114		G2/M MGC2577 hypothetical protein MGC2577 Hs.30114 AA634371 
IMAGE:838774	AA457566	92815	*S phase	"MGC3165 similar to H2A histone family, member A (H. sapiens) Hs.348495"		"*S phase MGC3165 similar to H2A histone family, member A (H. sapiens) Hs.348495 AA457566 "
IMAGE:810519	AA464643	84245	G1/S	MGC3207 hypothetical protein MGC3207 Hs.13075		G1/S MGC3207 hypothetical protein MGC3207 Hs.13075 AA464643 
IMAGE:1858786	AI224867	79149	M/G1	MGC4161 hypothetical protein MGC4161 Hs.177688		M/G1 MGC4161 hypothetical protein MGC4161 Hs.177688 AI224867 
IMAGE:562067	AA211524	83745	M/G1	MGC4604 hypothetical protein MGC4604 Hs.284123		M/G1 MGC4604 hypothetical protein MGC4604 Hs.284123 AA211524 
IMAGE:123614	R00846	83541	G2	MGC4675 hypothetical protein MGC4675 Hs.19002		G2 MGC4675 hypothetical protein MGC4675 Hs.19002 R00846 
IMAGE:138255	R56840	84515	S phase	MGC4816 hypothetical protein MGC4816 Hs.88959		S phase MGC4816 hypothetical protein MGC4816 Hs.88959 R56840 
IMAGE:358052	W95197	84515	G1/S	MGC4816 hypothetical protein MGC4816 Hs.88959		G1/S MGC4816 hypothetical protein MGC4816 Hs.88959 W95197 
IMAGE:1735742	AI139629	84325	S phase	MGC5254 hypothetical protein MGC5254 Hs.222088		S phase MGC5254 hypothetical protein MGC5254 Hs.222088 AI139629 
IMAGE:243878	N39195	79070	S phase	MGC5302 endoplasmic reticulum resident protein 58; hypothetical protein MGC5302 Hs.44970		S phase MGC5302 endoplasmic reticulum resident protein 58; hypothetical protein MGC5302 Hs.44970 N39195 
IMAGE:811832	AA463627	79028	M/G1	MGC5338 hypothetical protein MGC5338 Hs.99598		M/G1 MGC5338 hypothetical protein MGC5338 Hs.99598 AA463627 
IMAGE:186887	R83260	79028	M/G1	MGC5338 hypothetical protein MGC5338 Hs.99598		M/G1 MGC5338 hypothetical protein MGC5338 Hs.99598 R83260 
IMAGE:1637791	AI002036	81611	M/G1	MGC5350 hypothetical protein MGC5350 Hs.71331		M/G1 MGC5350 hypothetical protein MGC5350 Hs.71331 AI002036 
IMAGE:587992	AA130595	81611	G2/M	MGC5350 hypothetical protein MGC5350 Hs.71331		G2/M MGC5350 hypothetical protein MGC5350 Hs.71331 AA130595 
IMAGE:856388	AA774678	81611	G2/M	MGC5350 hypothetical protein MGC5350 Hs.71331		G2/M MGC5350 hypothetical protein MGC5350 Hs.71331 AA774678 
IMAGE:1579997	AA934904	79075	S phase	MGC5528 hypothetical protein MGC5528 Hs.315167		S phase MGC5528 hypothetical protein MGC5528 Hs.315167 AA934904 
IMAGE:1394099	AA843451	79075	G1/S	MGC5528 hypothetical protein MGC5528 Hs.315167		G1/S MGC5528 hypothetical protein MGC5528 Hs.315167 AA843451 
IMAGE:194318	H50655	79023	M/G1	MGC5585 hypothetical protein MGC5585 Hs.5152		M/G1 MGC5585 hypothetical protein MGC5585 Hs.5152 H50655 
IMAGE:293727	N69694	79019	S phase	MGC861 hypothetical protein MGC861 Hs.208912		S phase MGC861 hypothetical protein MGC861 Hs.208912 N69694 
IMAGE:278570	N99168	4286	S phase	MITF microphthalmia-associated transcription factor Hs.166017		S phase MITF microphthalmia-associated transcription factor Hs.166017 N99168 
IMAGE:827144	AA521243	9801	M/G1	MRPL19 mitochondrial ribosomal protein L19 Hs.75574		M/G1 MRPL19 mitochondrial ribosomal protein L19 Hs.75574 AA521243 
IMAGE:592491	AA160583	28973	M/G1	MRPS18B mitochondrial ribosomal protein S18B Hs.274417		M/G1 MRPS18B mitochondrial ribosomal protein S18B Hs.274417 AA160583 
IMAGE:810979	AA459419	51116	M/G1	MRPS2 mitochondrial ribosomal protein S2 Hs.20776		M/G1 MRPS2 mitochondrial ribosomal protein S2 Hs.20776 AA459419 
IMAGE:1156515	AI792246		G1/S	"MSH2 **mutS (E. coli) homolog 2 (colon cancer, nonpolyposis type 1) Hs.78934"		"G1/S MSH2 **mutS (E. coli) homolog 2 (colon cancer, nonpolyposis type 1) Hs.78934 AI792246 "
IMAGE:840687	AA486365	4582	G2	"MUC1 mucin 1, transmembrane Hs.89603"		"G2 MUC1 mucin 1, transmembrane Hs.89603 AA486365 "
IMAGE:82173	T68917	28955	M/G1	MYLE MYLE protein Hs.11902		M/G1 MYLE MYLE protein Hs.11902 T68917 
IMAGE:843249	AA486027	4664	S phase	NAB1 NGFI-A binding protein 1 (EGR1 binding protein 1) Hs.107474		S phase NAB1 NGFI-A binding protein 1 (EGR1 binding protein 1) Hs.107474 AA486027 
IMAGE:2338271	AI912047	4774	M/G1	NFIA nuclear factor I/A Hs.173933		M/G1 NFIA nuclear factor I/A Hs.173933 AI912047 
IMAGE:704420	AA279667	4820	G1/S	NKTR natural killer-tumor recognition sequence Hs.241493		G1/S NKTR natural killer-tumor recognition sequence Hs.241493 AA279667 
IMAGE:85840	T72235	4837	G2	NNMT nicotinamide N-methyltransferase Hs.76669		G2 NNMT nicotinamide N-methyltransferase Hs.76669 T72235 
IMAGE:701625	AA284172	4863	G1/S	"NPAT nuclear protein, ataxia-telangiectasia locus Hs.89385"		"G1/S NPAT nuclear protein, ataxia-telangiectasia locus Hs.89385 AA284172 "
IMAGE:591095	AA158346	64710	M/G1	NUCKS similar to rat nuclear ubiquitous casein kinase 2 Hs.118064		M/G1 NUCKS similar to rat nuclear ubiquitous casein kinase 2 Hs.118064 AA158346 
IMAGE:1862607	AI053436	64710	M/G1	NUCKS similar to rat nuclear ubiquitous casein kinase 2 Hs.118064		M/G1 NUCKS similar to rat nuclear ubiquitous casein kinase 2 Hs.118064 AI053436 
IMAGE:1540418	AA927182	64710	G2	NUCKS similar to rat nuclear ubiquitous casein kinase 2 Hs.118064		G2 NUCKS similar to rat nuclear ubiquitous casein kinase 2 Hs.118064 AA927182 
IMAGE:810947	AA459619	54820	G2/M	"NUDE1 LIS1-interacting protein NUDE1, rat homolog Hs.263925"		"G2/M NUDE1 LIS1-interacting protein NUDE1, rat homolog Hs.263925 AA459619 "
IMAGE:302080	N79612	54820	G2/M	"NUDE1 LIS1-interacting protein NUDE1, rat homolog Hs.263925"		"G2/M NUDE1 LIS1-interacting protein NUDE1, rat homolog Hs.263925 N79612 "
IMAGE:180832	R87717	54820	G2/M	"NUDE1 LIS1-interacting protein NUDE1, rat homolog Hs.263925"		"G2/M NUDE1 LIS1-interacting protein NUDE1, rat homolog Hs.263925 R87717 "
IMAGE:731095	AA421409	83540	G2/M	NUF2R hypothetical protein NUF2R Hs.234545		G2/M NUF2R hypothetical protein NUF2R Hs.234545 AA421409 
IMAGE:196303	R92435	83540	G2/M	NUF2R hypothetical protein NUF2R Hs.234545		G2/M NUF2R hypothetical protein NUF2R Hs.234545 R92435 
IMAGE:124138	R01238		M/G1	NXF1 **nuclear RNA export factor 1 Hs.323502		M/G1 NXF1 **nuclear RNA export factor 1 Hs.323502 R01238 
IMAGE:869163	AI732118	84615	G1/S	ORP6 OSBP-related protein 6 Hs.318775		G1/S ORP6 OSBP-related protein 6 Hs.318775 AI732118 
IMAGE:79254	T63084	10866	G2	P5-1 MHC class I region ORF Hs.1845		G2 P5-1 MHC class I region ORF Hs.1845 T63084 
IMAGE:510060	AA053452	51585	M/G1	PCF11 PCF11p homolog Hs.123654		M/G1 PCF11 PCF11p homolog Hs.123654 AA053452 
IMAGE:344274	W73811	51585	G2/M	PCF11 PCF11p homolog Hs.123654		G2/M PCF11 PCF11p homolog Hs.123654 W73811 
IMAGE:810209	AA464521	89987	G2	PIF1 DNA helicase homolog PIF1 Hs.112160		G2 PIF1 DNA helicase homolog PIF1 Hs.112160 AA464521 
IMAGE:712401	AA281652	5293	G2/M	"PIK3CD phosphoinositide-3-kinase, catalytic, delta polypeptide Hs.162808"		"G2/M PIK3CD phosphoinositide-3-kinase, catalytic, delta polypeptide Hs.162808 AA281652 "
IMAGE:1947972	AI350546	5316	G2	PKNOX1 PBX/knotted 1 homeobox 1 Hs.158225		G2 PKNOX1 PBX/knotted 1 homeobox 1 Hs.158225 AI350546 
IMAGE:767638	AA418251		G2/M	PLAG1 **pleiomorphic adenoma gene 1 Hs.14968		G2/M PLAG1 **pleiomorphic adenoma gene 1 Hs.14968 AA418251 
IMAGE:79743	T63201		S phase	PMS2L8 **postmeiotic segregation increased 2-like 8 Hs.323954		S phase PMS2L8 **postmeiotic segregation increased 2-like 8 Hs.323954 T63201 
IMAGE:814270	AA459213		G2/M	PMSCL1 **polymyositis/scleroderma autoantigen 1 (75kD) Hs.91728		G2/M PMSCL1 **polymyositis/scleroderma autoantigen 1 (75kD) Hs.91728 AA459213 
IMAGE:745289	AA625570	84520	G1/S	PNAS-127 PNAS-127 protein Hs.20142		G1/S PNAS-127 PNAS-127 protein Hs.20142 AA625570 
IMAGE:451706	AA707650	5422	S phase	"POLA polymerase (DNA directed), alpha Hs.267289"		"S phase POLA polymerase (DNA directed), alpha Hs.267289 AA707650 "
IMAGE:745606	AA626336	80308	G1/S	PP591 hypothetical protein PP591 Hs.118666		G1/S PP591 hypothetical protein PP591 Hs.118666 AA626336 
IMAGE:342082	W60310	5530	M/G1	"PPP3CA protein phosphatase 3 (formerly 2B), catalytic subunit, alpha isoform (calcineurin A alpha) Hs.272458"		"M/G1 PPP3CA protein phosphatase 3 (formerly 2B), catalytic subunit, alpha isoform (calcineurin A alpha) Hs.272458 W60310 "
IMAGE:244754	N54333	29056	G2	PRO0650 PRO0650 protein Hs.177258		G2 PRO0650 PRO0650 protein Hs.177258 N54333 
IMAGE:170	AI793029		G2	PRO1073 **PRO1073 protein Hs.6975		G2 PRO1073 **PRO1073 protein Hs.6975 AI793029 
IMAGE:204483	H58234	29028	S phase	PRO2000 PRO2000 protein Hs.46677		S phase PRO2000 PRO2000 protein Hs.46677 H58234 
IMAGE:280375	N47113	29028	G1/S	PRO2000 PRO2000 protein Hs.46677		G1/S PRO2000 PRO2000 protein Hs.46677 N47113 
IMAGE:566474	AA152111	5717	G2	"PSMD11 proteasome (prosome, macropain) 26S subunit, non-ATPase, 11 Hs.90744"		"G2 PSMD11 proteasome (prosome, macropain) 26S subunit, non-ATPase, 11 Hs.90744 AA152111 "
IMAGE:502603	AA134569	51715	G1/S	"RAB23 RAB23, member RAS oncogene family Hs.94769"		"G1/S RAB23 RAB23, member RAS oncogene family Hs.94769 AA134569 "
IMAGE:41789	R59255	56852	S phase	RAD18 postreplication repair protein hRAD18p Hs.21320		S phase RAD18 postreplication repair protein hRAD18p Hs.21320 R59255 
IMAGE:2308481	AI653182	11200	G2	RAD53 RAD53 homolog (S.cerevisiae) Hs.146329		G2 RAD53 RAD53 homolog (S.cerevisiae) Hs.146329 AI653182 
IMAGE:126650	R06944	51514	G1/S	RAMP RA-regulated nuclear matrix-associated protein Hs.126774		G1/S RAMP RA-regulated nuclear matrix-associated protein Hs.126774 R06944 
IMAGE:418150	W90164	51514	G1/S	RAMP RA-regulated nuclear matrix-associated protein Hs.126774		G1/S RAMP RA-regulated nuclear matrix-associated protein Hs.126774 W90164 
IMAGE:781366	AA448402	9939	G2/M	RBM8A RNA binding motif protein 8A Hs.10283		G2/M RBM8A RNA binding motif protein 8A Hs.10283 AA448402 
IMAGE:860000	AA663472	5982	S phase	RFC2 replication factor C (activator 1) 2 (40kD) Hs.139226		S phase RFC2 replication factor C (activator 1) 2 (40kD) Hs.139226 AA663472 
IMAGE:711826	AA281057	9712	M/G1	RNTRE related to the N terminus of tre Hs.278526		M/G1 RNTRE related to the N terminus of tre Hs.278526 AA281057 
IMAGE:1962510	AI254200	23521	M/G1	RPL13A ribosomal protein L13a Hs.119122		M/G1 RPL13A ribosomal protein L13a Hs.119122 AI254200 
IMAGE:856489	AA633549	6240	S phase	RRM1 ribonucleotide reductase M1 polypeptide Hs.2934		S phase RRM1 ribonucleotide reductase M1 polypeptide Hs.2934 AA633549 
IMAGE:624627	AA187351	6241	S phase	RRM2 ribonucleotide reductase M2 polypeptide Hs.75319		S phase RRM2 ribonucleotide reductase M2 polypeptide Hs.75319 AA187351 
IMAGE:1422338	AA826373	6241	S phase	RRM2 ribonucleotide reductase M2 polypeptide Hs.75319		S phase RRM2 ribonucleotide reductase M2 polypeptide Hs.75319 AA826373 
IMAGE:502142	AA128147	8819	G2	"SAP30 sin3-associated polypeptide, 30kD Hs.20985"		"G2 SAP30 sin3-associated polypeptide, 30kD Hs.20985 AA128147 "
IMAGE:324154	AA284276	57190	G2/M	"SEPN1 selenoprotein N, 1 Hs.8518"		"G2/M SEPN1 selenoprotein N, 1 Hs.8518 AA284276 "
IMAGE:727147	AA292860	6317	G1/S	"SERPINB3 serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 3 Hs.227948"		"G1/S SERPINB3 serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 3 Hs.227948 AA292860 "
IMAGE:731039	AA421470	57108	G2/M	SET07 PR/SET domain containing protein 07 Hs.111988		G2/M SET07 PR/SET domain containing protein 07 Hs.111988 AA421470 
IMAGE:950092	AA598400	6428	G2/M	"SFRS3 splicing factor, arginine/serine-rich 3 Hs.167460"		"G2/M SFRS3 splicing factor, arginine/serine-rich 3 Hs.167460 AA598400 "
IMAGE:897547	AA497010	22950	G2	"SLC4A1AP solute carrier family 4 (anion exchanger), member 1, adapter protein Hs.306000"		"G2 SLC4A1AP solute carrier family 4 (anion exchanger), member 1, adapter protein Hs.306000 AA497010 "
IMAGE:795877	AA460152	10769	M/G1	SNK serum-inducible kinase Hs.3838		M/G1 SNK serum-inducible kinase Hs.3838 AA460152 
IMAGE:288695	N59206	6760	G2/M	"SS18 synovial sarcoma translocation, chromosome 18 Hs.153221"		"G2/M SS18 synovial sarcoma translocation, chromosome 18 Hs.153221 N59206 "
IMAGE:795353	AA453486	6747	G1/S	"SSR3 signal sequence receptor, gamma (translocon-associated protein gamma) Hs.28707"		"G1/S SSR3 signal sequence receptor, gamma (translocon-associated protein gamma) Hs.28707 AA453486 "
IMAGE:137245	R36160	10274	M/G1	STAG1 stromal antigen 1 Hs.286148		M/G1 STAG1 stromal antigen 1 Hs.286148 R36160 
IMAGE:222025	H85557	6782	G2/M	"STCH stress 70 protein chaperone, microsome-associated, 60kD Hs.288799"		"G2/M STCH stress 70 protein chaperone, microsome-associated, 60kD Hs.288799 H85557 "
IMAGE:241029	H81023	9212	G2	STK12 serine/threonine kinase 12 Hs.180655		G2 STK12 serine/threonine kinase 12 Hs.180655 H81023 
IMAGE:129865	R19158		G2/M	STK15 **serine/threonine kinase 15 Hs.250822		G2/M STK15 **serine/threonine kinase 15 Hs.250822 R19158 
IMAGE:746148	AA419612		G2	STK17B **serine/threonine kinase 17b (apoptosis-inducing) Hs.120996		G2 STK17B **serine/threonine kinase 17b (apoptosis-inducing) Hs.120996 AA419612 
IMAGE:814234	AA465233	8801	G2	"SUCLG2 succinate-CoA ligase, GDP-forming, beta subunit Hs.247309"		"G2 SUCLG2 succinate-CoA ligase, GDP-forming, beta subunit Hs.247309 AA465233 "
IMAGE:40893	R56194	9899	G2	SV2B synaptic vesicle protein 2B homolog Hs.8071		G2 SV2B synaptic vesicle protein 2B homolog Hs.8071 R56194 
IMAGE:1568205	AI733267	23118	G2/M	TAB2 TAK1-binding protein 2 Hs.109727		G2/M TAB2 TAK1-binding protein 2 Hs.109727 AI733267 
IMAGE:47096	H11130	63902	S phase	TASR2 TLS-associated serine-arginine protein 2 Hs.3530		S phase TASR2 TLS-associated serine-arginine protein 2 Hs.3530 H11130 
IMAGE:204545	H58644	84168	M/G1	TEM8 tumor endothelial marker 8 Hs.8966		M/G1 TEM8 tumor endothelial marker 8 Hs.8966 H58644 
IMAGE:815015	AA465096	58516	M/G1	TERA TERA protein Hs.180780		M/G1 TERA TERA protein Hs.180780 AA465096 
IMAGE:1521977	AA906997	58516	M/G1	TERA TERA protein Hs.180780		M/G1 TERA TERA protein Hs.180780 AA906997 
IMAGE:79761	T63980	7112	G2	TMPO thymopoietin Hs.11355		G2 TMPO thymopoietin Hs.11355 T63980 
IMAGE:448059	AA702684	9868	M/G1	TOMM70A translocase of outer mitochondrial membrane 70 (yeast) homolog A Hs.21198		M/G1 TOMM70A translocase of outer mitochondrial membrane 70 (yeast) homolog A Hs.21198 AA702684 
IMAGE:220376	H86877	7150	S phase	TOP1 topoisomerase (DNA) I Hs.317		S phase TOP1 topoisomerase (DNA) I Hs.317 H86877 
IMAGE:666425	AA232856	7150	M/G1	TOP1 topoisomerase (DNA) I Hs.317		M/G1 TOP1 topoisomerase (DNA) I Hs.317 AA232856 
IMAGE:301388	N79504		G2	TOP2A **topoisomerase (DNA) II alpha (170kD) Hs.156346		G2 TOP2A **topoisomerase (DNA) II alpha (170kD) Hs.156346 N79504 
IMAGE:366971	AA026682	7153	G2	TOP2A topoisomerase (DNA) II alpha (170kD) Hs.156346		G2 TOP2A topoisomerase (DNA) II alpha (170kD) Hs.156346 AA026682 
IMAGE:825470	AA504348	7153	G2	TOP2A topoisomerase (DNA) II alpha (170kD) Hs.156346		G2 TOP2A topoisomerase (DNA) II alpha (170kD) Hs.156346 AA504348 
IMAGE:1629113	AI002631	55872	M/G1	TOPK PDZ-binding kinase; T-cell originated protein kinase Hs.104741		M/G1 TOPK PDZ-binding kinase; T-cell originated protein kinase Hs.104741 AI002631 
IMAGE:785368	AA448898	55872	G2/M	TOPK PDZ-binding kinase; T-cell originated protein kinase Hs.104741		G2/M TOPK PDZ-binding kinase; T-cell originated protein kinase Hs.104741 AA448898 
IMAGE:704410	AA279658		G1/S	TREX1 **three prime repair exonuclease 1 Hs.334676		G1/S TREX1 **three prime repair exonuclease 1 Hs.334676 AA279658 
IMAGE:29828	R42331		M/G1	TSC22 **transforming growth factor beta-stimulated protein TSC-22 Hs.114360		M/G1 TSC22 **transforming growth factor beta-stimulated protein TSC-22 Hs.114360 R42331 
IMAGE:2307420	AI672565	7280	G2	"TUBB tubulin, beta polypeptide Hs.336780"		"G2 TUBB tubulin, beta polypeptide Hs.336780 AI672565 "
IMAGE:1492104	AA888148	10383	G2/M	"TUBB2 tubulin, beta, 2 Hs.251653"		"G2/M TUBB2 tubulin, beta, 2 Hs.251653 AA888148 "
IMAGE:1636876	AI000256	10383	G2	"TUBB2 tubulin, beta, 2 Hs.251653"		"G2 TUBB2 tubulin, beta, 2 Hs.251653 AI000256 "
IMAGE:71312	T47625	55075	G2	UACA uveal autoantigen with coiled-coil domains and ankyrin repeats Hs.49753		G2 UACA uveal autoantigen with coiled-coil domains and ankyrin repeats Hs.49753 T47625 
IMAGE:361097	AA017199		M/G1	UBE2D3 **ubiquitin-conjugating enzyme E2D 3 (homologous to yeast UBC4/5) Hs.118797		M/G1 UBE2D3 **ubiquitin-conjugating enzyme E2D 3 (homologous to yeast UBC4/5) Hs.118797 AA017199 
1292535	AA719022	84914	G2	UBF-fl ubiquitin UBF-fl Hs.288549		G2 UBF-fl ubiquitin UBF-fl Hs.288549 AA719022 
IMAGE:79525	T82439	5412	S phase	UBL3 ubiquitin-like 3 Hs.173091		S phase UBL3 ubiquitin-like 3 Hs.173091 T82439 
IMAGE:23018	T74984	29978	G1/S	UBQLN2 ubiquilin 2 Hs.4552		G1/S UBQLN2 ubiquilin 2 Hs.4552 T74984 
IMAGE:243244	H94680		G1/S	UCP4 **uncoupling protein 4 Hs.40510		G1/S UCP4 **uncoupling protein 4 Hs.40510 H94680 
IMAGE:49164	H16591	7412	G2/M	VCAM1 vascular cell adhesion molecule 1 Hs.109225		G2/M VCAM1 vascular cell adhesion molecule 1 Hs.109225 H16591 
IMAGE:306621	N95041		G2/M	VIM **vimentin Hs.297753		G2/M VIM **vimentin Hs.297753 N95041 
